Name,Gender,Breed,Age,Animal Type,Weight,Brought to Shelter,Located At,Kennel Location,Qualified For,Scrape Date
DIAMOND (A1048746),Female,Pit Bull Terrier,10 years old,Dog,60 pounds,2024.10.04,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
SNICKERS (A1234671),Male,German Shepherd Dog,,Dog,65 pounds,2024.10.04,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
SIMON (A1233885),Male,Pit Bull Terrier mix,"2 years, 3 months old",Dog,57 pounds,2024.10.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
CARTER (A1232323),Male,Australian Cattle Dog mix,,Dog,50 pounds,2024.10.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
SIMONE (A1231499),Female,Pit Bull Terrier,4 years old,Dog,45 pounds,2024.10.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
BRIE (A1234232),Female,Australian Cattle Dog mix,10 years old,Dog,45 pounds,2024.10.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
SOX (A1234444),Female,Pit Bull Terrier,"2 years, 3 months old",Dog,53 pounds,2024.09.30,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
MARLEY (A1234329),Female,Labrador Retriever,"2 years, 2 months old",Dog,55 pounds,2024.09.26,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
HAL (A1231978),Male,Border Collie and Siberian Husky,"1 year, 4 months old",Dog,51 pounds,2024.09.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
LOLITA (A1130071),Female,Border Collie mix,9 years old,Dog,38 pounds,2024.09.24,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
LEON (A1231837),Male,Boxer mix,"2 years, 4 months old",Dog,49 pounds,2024.09.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
HARPER (A1232750),Female,Pit Bull Terrier,8 years old,Dog,44 pounds,2024.09.21,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
MILLIE (A1229596),Female,Pit Bull Terrier mix,3 years old,Dog,40 pounds,2024.09.20,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
EUGENE (A1232500),Male,Pit Bull Terrier,4 years old,Dog,60 pounds,2024.09.20,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
SKYE (A1234032),Male,Alaskan Malamute,8 years old,Dog,76 pounds,2024.09.19,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
VIENNA (A1231304),Female,Pit Bull Terrier,4 years old,Dog,60 pounds,2024.09.18,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ZAP (A1233834),Male,Pit Bull Terrier,"1 year, 3 months old",Dog,44 pounds,2024.09.16,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
LANDON (A1233785),Male,Pit Bull Terrier,"1 year, 3 months old",Dog,45 pounds,2024.09.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
LEON (A1232349),Male,Rottweiler mix,"2 years, 4 months old",Dog,30 pounds,2024.09.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
TEDDY (A1229979),Male,Pit Bull Terrier,3 years old,Dog,62 pounds,2024.09.12,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ACE (A1233621),Male,Breed information is not provided by this shelter,8 years old,Dog,38 pounds,2024.09.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
AUGGIE (A1231305),Male,Siberian Husky,4 years old,Dog,38 pounds,2024.09.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
GERMANY (A1230642),Female,Pit Bull Terrier,4 years old,Dog,51 pounds,2024.09.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
EMMETT (A1229456),Male,American Bulldog mix,4 years old,Dog,50 pounds,2024.09.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
BRUNO (A1227917),Male,Breed information is not provided by this shelter,"1 year, 1 month old",Dog,47 pounds,2024.09.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ARCHIE (A1231983),Male,Pit Bull Terrier,4 years old,Dog,45 pounds,2024.09.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
KOKO (A1232495),Female,Breed information is not provided by this shelter mix,10 months old,Dog,27 pounds,2024.09.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
VERA (A1233136),Female,Pit Bull Terrier,"2 years, 3 months old",Dog,50 pounds,2024.09.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
GEMMA (A1233145),Female,Pit Bull Terrier mix,4 years old,Dog,42 pounds,2024.09.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
COOKIE (A1222982),Female,Pit Bull Terrier,8 years old,Dog,59 pounds,2024.09.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
SAPPHIRE (A1230401),Female,Pit Bull Terrier,"2 years, 5 months old",Dog,47 pounds,2024.09.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
MICK (A1225412),Male,Labrador Retriever mix,3 years old,Dog,56 pounds,2024.08.30,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ERNIE (A1232267),Male,Pit Bull Terrier,8 months old,Dog,16 pounds,2024.08.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ATLAN (A1232762),Male,Pit Bull Terrier,"2 years, 4 months old",Dog,52 pounds,2024.08.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
PUDDING POP (A1232081),Male,Pit Bull Terrier mix,5 years old,Dog,64 pounds,2024.08.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
LAYKA (A1232596),Female,Pit Bull Terrier,1 year,Dog,51 pounds,2024.08.23,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
INDY (A1207529),Male,American Bulldog and American Staffordshire Terrier,4 years old,Dog,51 pounds,2024.08.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
CHEWY (A1078690),Male,Pit Bull Terrier mix,10 years old,Dog,84 pounds,2024.08.20,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
CANELA (A1000619),Female,Pit Bull Terrier mix,15 years old,Dog,50 pounds,2024.08.18,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ROCKY (A1230852),Male,Pit Bull Terrier mix,,Dog,53 pounds,2024.08.18,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
LYLA (A1225926),Female,Labrador Retriever,"1 year, 2 months old",Dog,32 pounds,2024.08.18,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
STANLEY (A1221804),Male,Pit Bull Terrier mix,4 years old,Dog,50 pounds,2024.08.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
MILKSHAKE (A1232137),Male,Pit Bull Terrier,"1 year, 4 months old",Dog,40 pounds,2024.08.14,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
SALVADOR (A1231854),Male,German Shepherd Dog,"1 year, 4 months old",Dog,52 pounds,2024.08.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
A1231930,Male,Labrador Retriever,9 months old,Dog,27 pounds,2024.08.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
RAYNE (A1217502),Female,Pit Bull Terrier,"2 years, 3 months old",Dog,63 pounds,2024.08.09,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ELLA JANE (A1225723),Female,Pit Bull Terrier mix,"2 years, 8 months old",Dog,50 pounds,2024.08.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
OSO (A1229867),Male,Pit Bull Terrier,6 years old,Dog,69 pounds,2024.08.05,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ABRAHAM (A1185782),Male,Black Mouth Cur mix,10 years old,Dog,58 pounds,2024.08.05,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
GARTH (A1230553),Male,Pit Bull Terrier,"1 year, 5 months old",Dog,43 pounds,2024.07.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ORION (A1231159),Male,Pit Bull Terrier,3 years old,Dog,55 pounds,2024.07.27,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
PRINCESS (A1164401),Female,Pit Bull Terrier,9 years old,Dog,61 pounds,2024.07.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
DELLA (A1230524),Female,Pit Bull Terrier mix,"1 year, 1 month old",Dog,29 pounds,2024.07.24,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
REGGIE (A1212359),Male,Pit Bull Terrier,4 years old,Dog,64 pounds,2024.07.21,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ROCCO (A1217947),Male,Pit Bull Terrier mix,2 years,Dog,47 pounds,2024.07.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
CHARLIE (A1178219),Male,Boxer mix,11 years old,Dog,50 pounds,2024.07.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
SCOTTIE (A1230237),Male,Boxer,"2 years, 5 months old",Dog,54 pounds,2024.07.09,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
LAILA (A1222988),Female,Border Collie and Pointer,4 years old,Dog,43 pounds,2024.07.09,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
KING (A1228259),Male,Pit Bull Terrier,10 years old,Dog,62 pounds,2024.07.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
DAKOTA (A1223522),Male,Pit Bull Terrier,"2 years, 10 months old",Dog,57 pounds,2024.06.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
PERSEPHONE (A1206441),Female,Pit Bull Terrier,"2 years, 11 months old",Dog,40 pounds,2024.06.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
RAMONA (A1226936),Female,Australian Shepherd mix,3 years old,Dog,41 pounds,2024.06.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
ROCKET (A1215856),Male,Boxer and Pit Bull Terrier,3 years old,Dog,50 pounds,2024.06.14,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
TAYA (A1228266),Female,Pit Bull Terrier mix,"1 year, 6 months old",Dog,50 pounds,2024.06.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
PATRICK (A1224972),Male,Pit Bull Terrier,4 years old,Dog,57 pounds,2024.05.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
FERRIS (A1217384),Male,Labrador Retriever mix,5 years old,Dog,63 pounds,2024.05.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
BAILEY (A1212093),Female,Staffordshire Bull Terrier,3 years old,Dog,49 pounds,2024.05.17,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
LOVE (A1200949),Female,Pit Bull Terrier,3 years old,Dog,56 pounds,2024.05.17,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
BRODI (A1159397),Male,Boxer and Staffordshire Bull Terrier,6 years old,Dog,55 pounds,2024.05.16,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
MARLOWE (A1227246),Female,Pit Bull Terrier,"1 year, 7 months old",Dog,48 pounds,2024.05.14,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
EMMA (A1072736),Female,Labrador Retriever,11 years old,Dog,67 pounds,2024.05.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
DREIDEL (A1220127),Male,Great Dane and Labrador Retriever,9 years old,Dog,76 pounds,2024.05.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
MARTY (A1226897),Male,Vizsla mix,"2 years, 7 months old",Dog,53 pounds,2024.05.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
BENNY (A5291214),Male,Bouvier des Flandres mix,6 years old,Dog,69 pounds,2024.05.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
WAFFLES (A1211685),Male,Pit Bull Terrier,5 years old,Dog,61 pounds,2024.05.05,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
GENESIS (A1211686),Female,Pit Bull Terrier mix,8 years old,Dog,101 pounds,2024.05.05,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
MAJOR (A1225943),Male,Pit Bull Terrier,"2 years, 8 months old",Dog,53 pounds,2024.04.30,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
MACY (A1187946),Female,Pit Bull Terrier,3 years old,Dog,45 pounds,2024.04.27,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
BELLA (A1225520),Female,Pit Bull Terrier mix,3 years old,Dog,48 pounds,2024.04.16,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
HERBERT (A1222733),Male,Boxer mix,"2 years, 10 months old",Dog,51 pounds,2024.04.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
HAZEL (A1213964),Female,Breed information is not provided by this shelter and Black Mouth Cur,10 years old,Dog,44 pounds,2024.03.28,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
JIMMY (A1224502),Male,Breed information is not provided by this shelter,"1 year, 7 months old",Dog,35 pounds,2024.03.23,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
DEWEY (A1224279),Male,Pit Bull Terrier,"2 years, 9 months old",Dog,42 pounds,2024.03.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
TOMMY (A1224053),Male,Chow Chow mix,"2 years, 9 months old",Dog,59 pounds,2024.03.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
BIRDIE (A1222987),Female,Pit Bull Terrier,6 years old,Dog,48 pounds,2024.03.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
STERLING (A1222756),Female,Pit Bull Terrier,"1 year, 10 months old",Dog,52 pounds,2024.02.23,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
GLENDA (A1216814),Female,Pit Bull Terrier,3 years old,Dog,59 pounds,2024.02.16,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
GENNY (A5314025),Female,Breed information is not provided by this shelter,10 years old,Dog,49 pounds,2024.02.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
MR. BOJANGLES (A1222215),Male,Pit Bull Terrier mix,3 years old,Dog,57 pounds,2024.01.20,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
RANDY (A1221246),Male,Pit Bull Terrier,5 years old,Dog,53 pounds,2024.01.14,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
POCKY (A1216201),Female,Pit Bull Terrier,3 years old,Dog,55 pounds,2023.08.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-09
APOLLO (A1224669),Male,Labrador Retriever mix,"2 years, 9 months old",Dog,65 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
A1237282,Male,Labrador Retriever and Poodle - Standard,,Dog,31 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
NYLA (A5174630),Female,Breed information is not provided by this shelter,8 years old,Dog,47 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
A1237409,Male,Alaskan Husky mix,1 year,Dog,66 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,ADOPT 14L,adopt,2024-12-10
KIARA (A1237410),Female,Alaskan Husky mix,1 year,Dog,60 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD21,adopt,2024-12-10
MILO (A5449659),Male,Breed information is not provided by this shelter,"1 year, 7 months old",Dog,42 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,ADOPT 10L,adopt,2024-12-10
A1237250,Female,Siberian Husky,,Dog,52 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,LST 20R,adopt,2024-12-10
A1237219,Male,Poodle - Miniature,,Dog,19 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,LST 05L,adopt,2024-12-10
ACE (A1237150),Male,Pit Bull Terrier and Boxer,1 year,Dog,40 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD23,adopt,2024-12-10
BLOSSOM (A1236131),Female,Siberian Husky,,Dog,42 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,ADOPT 08R,adopt,2024-12-10
SELENA (A1236623),Female,Carolina Dog,,Dog,42 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,ADPTPUP3L,adopt,2024-12-10
HENRY (A1235841),Male,Breed information is not provided by this shelter,"1 year, 2 months old",Dog,68 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD18,adopt,2024-12-10
TANDY (A1232250),Male,Labrador Retriever mix,"1 year, 4 months old",Dog,66 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD08,adopt,2024-12-10
DENVER (A1234080),Male,Pit Bull Terrier and Rottweiler,6 years old,Dog,60 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD19,adopt,2024-12-10
BLANCO (A1229189),Male,German Shepherd Dog mix,6 years old,Dog,80 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD13,adopt,2024-12-10
TOKYO (A1225928),Female,Plott Hound mix,"1 year, 1 month old",Dog,54 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD33,adopt,2024-12-10
GINNY (A1224365),Female,Pit Bull Terrier and Labrador Retriever,"1 year, 3 months old",Dog,29 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
KIRBY (A1215843),Male,Pit Bull Terrier,"1 year, 11 months old",Dog,46 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD15,adopt,2024-12-10
COSMO (A1221785),Male,Pit Bull Terrier,"1 year, 9 months old",Dog,46 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD12,adopt,2024-12-10
CAROLINA (A1180514),Female,English Foxhound,4 years old,Dog,62 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD05,adopt,2024-12-10
WILLIS (A1233894),Male,Black Mouth Cur and Carolina Dog,3 years old,Dog,50 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD14,adopt,2024-12-10
KIEFER (A1235764),Male,Pit Bull Terrier,"2 years, 2 months old",Dog,71 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD01,adopt,2024-12-10
REBEL (A1235595),Male,Labrador Retriever mix,5 years old,Dog,50 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD24,adopt,2024-12-10
MOOSE (A1234846),Male,Pit Bull Terrier,7 years old,Dog,71 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 07R,adopt,2024-12-10
LOKI (A1235021),Male,Breed information is not provided by this shelter,"2 years, 2 months old",Dog,70 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
CHARLES (A1236652),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,51 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 22L,adopt,2024-12-10
NOODLE (A1236653),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,44 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD26,adopt,2024-12-10
LOKI (A1236049),Male,Labrador Retriever mix,"2 years, 1 month old",Dog,58 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD02,adopt,2024-12-10
MOCHA (A1236803),Female,Pit Bull Terrier mix,"2 years, 1 month old",Dog,43 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 13L,adopt,2024-12-10
MAUDE (A1236820),Female,Pit Bull Terrier,3 years old,Dog,50 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-10
COAL (A1236688),Male,Pit Bull Terrier mix,"1 year, 1 month old",Dog,42 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 12R,adopt,2024-12-10
SLINKY (A1236896),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,32 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 16R,adopt,2024-12-10
DAPHNE (A1237012),Female,Pit Bull Terrier,6 years old,Dog,52 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,DOGNCARE 1,adopt,2024-12-10
TT (A5118872),Female,Pit Bull Terrier,11 years old,Dog,60 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 17L,adopt,2024-12-10
MARS (A5446287),Female,Pit Bull Terrier,"1 year, 7 months old",Dog,54 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD30,adopt,2024-12-10
HARVEY (A5288499),Male,Labrador Retriever mix,8 years old,Dog,63 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD09,adopt,2024-12-10
KING (A1237378),Male,American Bully,,Dog,82 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 13R,adopt,2024-12-10
OSO (A1237386),Male,Siberian Husky,8 years old,Dog,99 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 08L,adopt,2024-12-10
MEGO (A1237391),Male,Siberian Husky,,Dog,66 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 06R,adopt,2024-12-10
ACORN (A1237357),Male,Rat Terrier,,Dog,16 pounds,2024.12.07,Charlotte-Mecklenburg Animal Services,DOG INTAKE,adopt,2024-12-10
BELLA (A5102656),Female,Pit Bull Terrier mix,11 years old,Dog,42 pounds,2024.12.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
CLAY (A1235790),Male,Pit Bull Terrier,,Dog,55 pounds,2024.12.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
DALLAS (A1233512),Male,American Staffordshire Terrier,4 years old,Dog,41 pounds,2024.12.07,Charlotte-Mecklenburg Animal Services,ADOPT 03R,adopt,2024-12-10
BRUNO (A1232009),Male,American Bulldog,3 years old,Dog,55 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
DAWSON (A1235744),Male,Breed information is not provided by this shelter,10 months old,Dog,40 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
WES (A1228042),Male,Pit Bull Terrier,"1 year, 7 months old",Dog,63 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
LOUIE (A1229199),Male,Pit Bull Terrier mix,3 years old,Dog,50 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
A1237101,Male,Pit Bull Terrier,,Dog,28 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,TOOMEYD25,adopt,2024-12-10
A1237339,Male,Rat Terrier mix,3 years old,Dog,7 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-10
BLUE EYE (A1237341),Female,German Shepherd Dog mix,,Dog,41 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,LST 15L,adopt,2024-12-10
